Percentage of Education level of residents-illeterate,Percentage of School dropout,Percentage of Education level of residents-university,Percentage of Education level of residents-secondary,Percentage of Education level of residents-intermediate,Percentage of Education level of residents-vocational,Percentage of Education level of residents-elementary,Percentage of Education level of residents-higher education,Town,dataset
2.00E+01,0.00E+00,2.00E+00,1.00E+01,8.00E+00,1.00E+01,5.00E+01,0.00E+00,Bmakine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+01,0.00E+00,1.00E+01,3.00E+01,1.00E+01,4.00E+01,0.00E+00,Kneisset Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,4.00E+00,1.20E+01,3.00E+01,2.00E+01,8.00E+00,1.00E+01,0.00E+00,Qraine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,2.00E+01,4.00E+01,8.00E+00,2.00E+01,0.00E+00,Dahr El-Qanbar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+01,1.00E+00,2.00E+00,2.00E+01,1.00E+01,8.00E+00,1.00E+01,0.00E+00,Moqraq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.20E+01,2.00E+01,3.00E+01,6.00E+00,3.00E+01,0.00E+00,Deir El-Aachayer,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,4.00E+01,1.00E+01,5.00E+00,1.00E+01,0.00E+00,Rahbeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,0.00E+00,Kfar Aamay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.30E+01,2.50E+01,3.50E+01,1.20E+01,5.00E+00,1.80E+01,0.00E+00,Dibbine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.40E+01,3.00E+01,3.00E+01,5.00E+00,1.00E+01,0.00E+00,Karm Saddeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+00,2.00E+01,2.00E+01,2.00E+01,5.00E+00,2.00E+01,0.00E+00,Zibdine En-Nabatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,3.00E+01,5.00E+00,2.00E+01,0.00E+00,Baaloul West Bekaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,2.00E+01,5.00E+00,3.00E+01,0.00E+00,Kfar Matta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,1.50E+01,1.00E+01,3.00E+01,5.00E+00,3.00E+01,0.00E+00,Qaaqour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.50E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+01,0.00E+00,Chane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.50E+01,1.00E+00,1.50E+01,1.00E+01,2.50E+01,5.00E+00,2.00E+01,0.00E+00,Haytla,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.30E+01,3.00E+01,4.00E+01,5.00E+00,1.00E+01,0.00E+00,Marj Ez-Zouhour (Haouch El-Qinnaabeh),http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,7.00E+01,1.00E+01,4.00E+01,3.50E+01,5.00E+00,1.00E+01,0.00E+00,Gharzouz,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,1.00E+01,1.00E+01,3.50E+01,3.00E+01,5.00E+00,1.00E+01,0.00E+00,Cheikh Ayash,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,4.00E+01,3.00E+01,5.00E+00,5.00E+00,0.00E+00,Hajjeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+01,2.00E+01,5.00E+00,1.00E+01,2.00E+01,5.00E+00,3.00E+01,0.00E+00,Maasrati,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+01,5.00E+00,5.00E+00,1.00E+01,3.00E+01,5.00E+00,2.00E+01,0.00E+00,Nasriyet Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,5.00E+00,2.50E+01,3.00E+01,5.00E+00,3.00E+01,0.00E+00,Amara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,5.00E+00,1.00E+01,5.00E+01,5.00E+00,2.50E+01,0.00E+00,Qarha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,5.00E+00,2.50E+01,3.00E+01,5.00E+00,3.50E+01,0.00E+00,Kfar Hamam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,1.00E+01,1.50E+01,5.00E+01,4.00E+00,2.00E+01,0.00E+00,Aalman,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.00E+00,5.00E+00,3.00E+01,4.00E+00,5.00E+01,0.00E+00,Karm Zebdine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,3.00E+01,1.50E+01,2.50E+01,3.00E+00,2.50E+01,0.00E+00,Taazaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.20E+01,2.50E+01,2.50E+01,3.00E+00,2.50E+01,0.00E+00,Bakkifac Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,2.00E+01,3.00E+01,2.50E+01,3.00E+00,2.00E+01,0.00E+00,Mdoukha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+01,5.00E+00,1.00E+01,3.00E+01,3.00E+00,5.00E+01,0.00E+00,Malkiyah Village,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.80E+01,5.00E+01,1.80E+01,2.00E+00,1.00E+01,0.00E+00,Aabaydat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,7.00E+00,3.00E+01,1.00E+00,5.00E+01,0.00E+00,Majdel Balhis,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.50E+01,4.00E+00,5.00E+00,2.50E+01,1.00E+00,6.00E+01,0.00E+00,Fard,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,4.00E+01,3.00E+01,2.30E+01,0.00E+00,5.00E+00,0.00E+00,Hedd,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+01,2.50E+01,1.00E+01,4.80E+01,0.00E+00,1.50E+01,0.00E+00,Aaray,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,2.00E+01,2.00E+01,2.00E+01,0.00E+00,4.00E+01,0.00E+00,Jmailiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
9.00E+00,0.00E+00,1.10E+01,1.50E+01,2.50E+01,0.00E+00,4.00E+01,0.00E+00,Deir Jannine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,1.00E+01,1.80E+01,3.00E+01,0.00E+00,4.00E+01,0.00E+00,Abou Qamha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.00E+01,4.50E+01,3.50E+01,0.00E+00,1.00E+01,0.00E+00,Bohwara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,0.00E+00,5.00E+00,3.00E+01,3.00E+01,0.00E+00,1.50E+01,0.00E+00,Jenjlaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,5.00E+00,4.00E+00,5.00E+00,4.00E+01,0.00E+00,5.00E+01,0.00E+00,Tall Hmayra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
6.00E+01,3.00E+01,0.00E+00,0.00E+00,1.00E+01,0.00E+00,3.00E+01,0.00E+00,Ouadi Faara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.50E+01,0.00E+00,2.50E+01,2.50E+01,0.00E+00,5.00E+01,0.00E+00,Srar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Qleiaat Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+01,5.00E+00,0.00E+00,0.00E+00,2.00E+01,0.00E+00,3.00E+01,0.00E+00,Zaghartaghrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+01,0.00E+00,0.00E+00,1.00E+01,1.50E+01,0.00E+00,2.50E+01,0.00E+00,Darine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,0.00E+00,1.80E+01,3.00E+01,0.00E+00,5.00E+01,0.00E+00,ebra wChouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Aaychiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Bestiyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Ibl Es-Saqi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Jbal El-Botm,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Kfarhata Zgharta,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Kfarzaina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Talloussa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,Zaoutar El-Gharbiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
