Percentage of Education level of residents-illeterate,Percentage of School dropout,Percentage of Education level of residents-university,Percentage of Education level of residents-secondary,Percentage of Education level of residents-intermediate,Percentage of Education level of residents-vocational,Percentage of Education level of residents-elementary,Percentage of Education level of residents-higher education,Town,dataset
4.00E+00,5.00E+00,1.50E+01,2.00E+01,2.20E+01,5.00E+00,2.80E+01,6.00E+00,Bdebba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,5.00E+00,2.00E+01,2.90E+01,5.00E+00,2.50E+01,6.00E+00,Qsarnaba,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,8.40E+01,3.00E+00,2.00E+00,4.00E+00,1.00E+00,6.00E+00,Kharnoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+01,2.00E+01,4.00E+01,2.00E+01,3.00E+00,1.00E+01,6.00E+00,Iaat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
7.00E+00,0.00E+00,1.60E+01,1.20E+01,2.80E+01,3.00E+00,2.80E+01,6.00E+00,Kafr Harra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,8.00E+01,1.00E+01,2.00E+00,2.00E+00,0.00E+00,6.00E+00,Amioun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.20E+01,2.00E+01,5.00E+01,2.00E+00,1.00E+01,6.00E+00,Deir El-Ghazal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,5.00E+00,1.00E+01,2.00E+01,4.00E+01,2.00E+01,5.00E+00,Bayzoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,5.00E+00,3.00E+01,3.00E+01,2.00E+00,3.00E+01,2.00E+00,5.00E+00,Jbaa En-Nabatiyeh-Ein-Boswar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,0.00E+00,3.00E+01,3.00E+01,0.00E+00,5.00E+00,Ouadi Es-Sitt,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,1.00E+01,2.50E+01,2.00E+01,3.00E+01,9.00E+00,5.00E+00,Qennabet Broummana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,3.50E+01,1.00E+01,2.00E+01,2.50E+01,0.00E+00,5.00E+00,Aatchaneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,3.50E+01,2.50E+01,5.00E+00,2.50E+01,4.00E+00,5.00E+00,Khreibet Baabda,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,2.00E+01,1.50E+01,2.50E+01,0.00E+00,5.00E+00,Qannebet Salima,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,2.00E+01,1.50E+01,1.50E+01,2.50E+01,1.50E+01,5.00E+00,Hdeine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,2.00E+01,2.00E+01,1.50E+01,2.50E+01,1.00E+01,5.00E+00,Majdelzoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.00E+01,1.50E+01,2.50E+01,1.50E+01,5.00E+00,Helouet Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+01,1.00E+01,1.00E+01,2.00E+01,2.50E+01,2.50E+01,5.00E+00,Kfar Dounine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,1.00E+01,3.00E+01,1.50E+01,2.50E+01,1.00E+01,5.00E+00,Hocheb,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,5.00E+01,2.00E+01,2.00E+00,2.00E+01,2.00E+00,5.00E+00,Sarba En-Nabatieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,5.00E+01,1.00E+01,1.00E+01,2.00E+01,3.00E+00,5.00E+00,Aanjar (Haouch Moussa),http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,5.00E+00,Kfarhata ,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,3.00E+01,2.00E+01,1.00E+01,2.00E+01,1.00E+01,5.00E+00,Mrah Es-Sfire,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,4.00E+00,3.00E+01,3.00E+01,5.00E+00,2.00E+01,5.00E+00,5.00E+00,Yater,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,3.00E+01,2.00E+01,1.80E+01,2.00E+01,5.00E+00,5.00E+00,Kfarfou,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.50E+01,3.00E+01,1.00E+01,2.00E+01,5.00E+00,5.00E+00,Ghassaniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.50E+01,1.00E+01,1.50E+01,2.00E+01,2.00E+01,5.00E+00,Qornayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.50E+01,2.50E+01,1.00E+01,2.00E+01,1.40E+01,5.00E+00,Hazmiyet-Miniyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,2.00E+01,2.00E+01,1.50E+01,2.00E+01,1.50E+01,5.00E+00,Aain Yaaqoub,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,2.00E+01,1.50E+01,1.70E+01,2.00E+01,1.80E+01,5.00E+00,Chhim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,2.00E+01,2.00E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Zaoutar Ech-Charqiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,2.00E+01,2.00E+01,1.50E+01,2.00E+01,1.50E+01,5.00E+00,Toula,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,2.00E+01,2.00E+01,2.50E+01,2.00E+01,1.00E+01,5.00E+00,Aassoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Almat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,2.00E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Majdel el-Koura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.00E+01,2.50E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Besri Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,4.00E+00,1.90E+01,2.50E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Barsa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.50E+01,1.00E+01,2.00E+01,2.00E+01,2.00E+01,5.00E+00,Zouq El-Hadara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.50E+01,1.50E+01,2.50E+01,2.00E+01,1.50E+01,5.00E+00,Kaoutariyet Es-Siyad,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.50E+01,2.50E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Tarchich,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,1.50E+01,3.00E+01,2.00E+01,2.00E+01,9.00E+00,5.00E+00,Aaita Ej-Jabal,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,2.00E+01,4.00E+01,2.00E+01,0.00E+00,5.00E+00,Kafr Saroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
4.00E+00,2.90E+01,1.00E+01,1.50E+01,2.80E+01,2.00E+01,1.80E+01,5.00E+00,Hermel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+01,1.00E+01,1.50E+01,2.00E+01,2.00E+01,2.50E+01,5.00E+00,berqayel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+01,1.00E+01,2.00E+01,1.50E+01,2.00E+01,1.50E+01,5.00E+00,Fikani,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,7.00E+00,1.00E+01,1.50E+01,2.00E+01,2.00E+01,2.00E+01,5.00E+00,Charqiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.00E+01,2.00E+01,2.50E+01,2.00E+01,1.50E+01,5.00E+00,Maaraboun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,1.00E+01,1.50E+01,2.00E+01,2.00E+01,2.50E+01,5.00E+00,Yanouh Sour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,5.00E+00,3.00E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,Ouadi El-Karm El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
3.00E+00,0.00E+00,1.60E+01,2.00E+01,2.20E+01,1.80E+01,1.60E+01,5.00E+00,Aadaysseh Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,6.00E+01,5.00E+00,5.00E+00,1.50E+01,5.00E+00,5.00E+00,Deir El-Ahmar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,4.00E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,5.00E+00,Aaraiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,2.00E+00,3.50E+01,2.50E+01,1.00E+01,1.50E+01,1.00E+01,5.00E+00,Mrouj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,3.00E+01,2.50E+01,1.00E+01,1.50E+01,1.00E+01,5.00E+00,Beqaata Kanaan,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.50E+01,2.50E+01,5.00E+00,0.00E+00,1.50E+01,4.50E+01,5.00E+00,Btedaai,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,2.50E+01,3.00E+01,2.00E+01,1.50E+01,5.00E+00,5.00E+00,El Kfeir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,2.50E+01,1.50E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,Kfar Dibiane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.40E+01,2.00E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,Maasser Beit Ed-Dine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,2.00E+01,2.00E+01,2.00E+01,1.50E+01,1.00E+01,5.00E+00,Aaqtanit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.00E+01,3.00E+01,2.00E+01,1.50E+01,5.00E+00,5.00E+00,Damour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.00E+01,4.00E+01,5.00E+00,1.50E+01,1.00E+01,5.00E+00,Mina ,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.00E+01,2.00E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,Srifa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,2.00E+01,1.50E+01,2.50E+01,1.50E+01,1.90E+01,5.00E+00,Mrayjat Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,2.00E+01,2.00E+01,1.50E+01,1.50E+01,1.50E+01,5.00E+00,Maarab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.00E+01,3.00E+01,1.50E+01,1.50E+01,1.00E+01,5.00E+00,Ramyet Bent Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.50E+01,1.50E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,Charoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,1.50E+01,3.00E+01,2.00E+01,1.50E+01,1.00E+01,5.00E+00,Loubieh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,5.00E+00,1.50E+01,3.00E+01,3.00E+01,1.50E+01,5.00E+00,5.00E+00,Aathrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,1.50E+01,1.50E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,mazboud,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,2.00E+00,1.50E+01,1.50E+01,1.50E+01,1.50E+01,1.50E+01,5.00E+00,Aain Ez-Zeit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,1.50E+01,2.50E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,Darb Es-Sim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,1.50E+01,1.50E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,Harouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,1.50E+01,1.50E+01,1.50E+01,1.50E+01,3.00E+01,5.00E+00,Tawfiqiya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.50E+01,3.00E+01,2.00E+01,1.50E+01,1.00E+01,5.00E+00,Zrazeer,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,1.50E+01,3.50E+01,4.00E+00,1.50E+01,2.50E+01,5.00E+00,Bab Mareaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,1.50E+01,2.00E+01,2.00E+01,1.50E+01,2.50E+01,5.00E+00,Jdaidet Ghazir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,3.00E+01,1.00E+01,2.00E+01,2.50E+01,1.50E+01,1.50E+01,5.00E+00,Tall Meaayan Tall Kiri,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+01,1.00E+01,2.00E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+01,5.00E+00,1.00E+01,2.00E+01,2.00E+01,1.50E+01,1.00E+01,5.00E+00,Tall Aabbas Ech-Charqi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,1.00E+01,2.00E+01,2.50E+01,1.50E+01,1.50E+01,5.00E+00,Daoura,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+00,1.00E+01,1.50E+01,2.50E+01,1.50E+01,2.00E+01,5.00E+00,Nabha Ed-Damdoum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+00,1.00E+01,2.50E+01,3.50E+01,1.50E+01,8.00E+00,5.00E+00,Nabi Chit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,1.00E+01,2.00E+01,1.50E+01,3.00E+01,5.00E+00,Howara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,1.00E+01,1.50E+01,2.00E+01,1.50E+01,2.50E+01,5.00E+00,Mrah Kwakh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,3.00E+01,2.00E+01,1.50E+01,1.50E+01,5.00E+00,Daghleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,1.00E+01,1.00E+01,2.00E+01,1.50E+01,3.50E+01,5.00E+00,Kafr horra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+00,5.00E+00,1.00E+01,3.00E+01,1.50E+01,3.00E+01,5.00E+00,Majdala,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,1.00E+00,3.50E+01,3.50E+01,5.00E+00,1.40E+01,5.00E+00,5.00E+00,Tibnine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+00,2.50E+01,1.50E+01,1.30E+01,1.20E+01,1.50E+01,5.00E+00,Aayha,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,7.00E+01,1.40E+01,1.00E+00,1.00E+01,0.00E+00,5.00E+00,Aalma Ech-Chaab,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,6.00E+01,1.50E+01,7.00E+00,1.00E+01,3.00E+00,5.00E+00,Aamchit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.50E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Aaley Bsatine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.00E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Hasbaiya El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,5.00E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Sabbah,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.50E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Beit El-Kekko,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+00,4.00E+01,2.80E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Yammouneh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,4.00E+01,2.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Eddeh Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,3.00E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Aabrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,4.00E+01,3.00E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Qalaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,1.00E+01,3.80E+01,2.00E+01,1.50E+01,1.00E+01,1.00E+01,5.00E+00,Ghoifine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,5.00E+00,3.50E+01,1.50E+01,1.50E+01,1.00E+01,1.00E+01,5.00E+00,Aana,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,0.00E+00,3.50E+01,2.80E+01,1.50E+01,1.00E+01,5.00E+00,5.00E+00,Deir Billa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,3.50E+01,2.50E+01,2.00E+01,1.00E+01,4.00E+00,5.00E+00,Jdaidet Marjaayoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,3.50E+01,1.00E+01,1.00E+01,5.00E+00,5.00E+00,Aain Ej-Jdideh Aaley,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,2.50E+01,2.50E+01,1.00E+01,0.00E+00,5.00E+00,Aayroun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.50E+01,5.00E+01,0.00E+00,1.00E+01,0.00E+00,5.00E+00,Jaj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+01,3.00E+01,1.00E+01,2.50E+01,1.00E+01,1.50E+01,5.00E+00,Aabra Saida,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,5.00E+00,3.00E+01,2.50E+01,1.50E+01,1.00E+01,1.00E+01,5.00E+00,Mazraat beit Mchaik,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,1.00E+00,3.00E+01,3.00E+01,1.00E+01,1.00E+01,1.00E+01,5.00E+00,Berbara Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,3.00E+01,2.50E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,Borj Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+02,2.50E+01,1.50E+01,1.50E+01,1.00E+01,1.50E+01,5.00E+00,Behouaita,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,3.00E+01,2.50E+01,2.50E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,Nahmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+01,2.50E+01,1.00E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Miyeh ou Miyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,2.00E+00,2.50E+01,2.00E+01,2.50E+01,1.00E+01,1.00E+01,5.00E+00,Rafid Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,2.00E+00,2.50E+01,2.00E+01,2.40E+01,1.00E+01,1.50E+01,5.00E+00,Kfar michki,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.50E+01,1.00E+00,2.50E+01,2.00E+01,2.00E+01,1.00E+01,5.00E+00,5.00E+00,Safra Kesrouane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,1.00E+00,2.50E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Mlikh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,0.00E+00,2.50E+01,1.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Qanya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.50E+01,3.00E+01,1.50E+01,1.00E+01,1.00E+01,5.00E+00,Ghbaet Bolonya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
5.00E+00,0.00E+00,2.50E+01,3.00E+01,2.00E+01,1.00E+01,5.00E+00,5.00E+00,Zandouqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+00,0.00E+00,2.50E+01,1.40E+01,2.50E+01,1.00E+01,2.00E+01,5.00E+00,Chihine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.50E+01,2.00E+01,2.00E+01,1.00E+01,2.00E+01,5.00E+00,Aaytanit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
0.00E+00,0.00E+00,2.50E+01,3.00E+01,2.00E+01,1.00E+01,1.00E+01,5.00E+00,Asnoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
1.00E+01,2.00E+01,2.00E+01,1.00E+01,3.00E+01,1.00E+01,1.50E+01,5.00E+00,Rimat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
2.00E+00,2.00E+01,2.00E+01,1.00E+01,5.00E+01,1.00E+01,3.00E+00,5.00E+00,Souaisset Aakkar,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023
